,gene,chrom
12994,Pcsk9,chr4
12996,Pctp,chr11
12998,Pcx,chr19
13000,Pcyox1,chr6
13002,Pcyox1l,chr18
13004,Pcyt1a,chr16
13006,Pcyt1b,chrX
13008,Pdap1,chr5
13010,Pdcd10,chr3
13012,Pdcd11,chr19
13014,Pdcd2,chr17
13016,Pdcd2l,chr7
13018,Pdcd4,chr19
13020,Pdcd5,chr7
13022,Pdcd6,chr13
13024,Pdcd6ip,chr9
13026,Pdcd7,chr9
13028,Pdcl3,chr1
13030,Pdcl,chr2
13032,Pde10a,chr17
13034,Pde12,chr14
13036,Pde1a,chr2
13038,Pde1b,chr15
13040,Pde2a,chr7
13042,Pde3a,chr6
13044,Pde3b,chr7
13046,Pde4a,chr9
13048,Pde4b,chr4
13050,Pde4d,chr13
13052,Pde4dip,chr3
13054,Pde5a,chr3
13056,Pde6h,chr6
13058,Pde7a,chr3
13060,Pde8a,chr7
13062,Pde8b,chr13
13064,Pde9a,chr17
13066,Pdf,chr8
13068,Pdgfa,chr5
13070,Pdgfb,chr15
13072,Pdgfc,chr3
13074,Pdgfd,chr9
13076,Pdgfra,chr5
13078,Pdgfrb,chr18
13080,Pdgfrl,chr8
13082,Pdha1,chrX
13084,Pdhb,chr14
13086,Pdhx,chr2
13088,Pdia3,chr2
13090,Pdia5,chr16
13092,Pdik1l,chr4
13094,Pdk1,chr2
13096,Pdk2,chr11
13098,Pdk3,chrX
13100,Pdk4,chr6
13102,Pdlim1,chr19
13104,Pdlim2,chr14
13106,Pdlim3,chr8
13108,Pdlim4,chr11
13110,Pdlim5,chr3
13112,Pdlim7,chr13
13114,Pdp1,chr4
13116,Pdp2,chr8
13118,Pdpk1,chr17
13120,Pdpn,chr4
13122,Pdrg1,chr2
13124,Pds5a,chr5
13126,Pds5b,chr5
13128,Pdss1,chr2
13130,Pdss2,chr10
13132,Pdxdc1,chr16
13134,Pdxk,chr10
13136,Pdxp,chr15
13138,Pdzd11,chrX
13140,Pdzd2,chr15
13142,Pdzd4,chrX
13144,Pdzrn3,chr6
13146,Pea15a,chr1
13148,Pear1,chr3
13150,Pecam1,chr11
13152,Pecr,chr1
13154,Pef1,chr4
13156,Peg10,chr6
13158,Peg12,chr7
13160,Peg13,chr15
13162,Peli1,chr11
13164,Peli2,chr14
13166,Peli3,chr19
13168,Pelo,chr13
13170,Pelp1,chr11
13172,Pemt,chr11
13174,Penk,chr4
13176,Peo1,chr19
13178,Pepd,chr7
13180,Per1,chr11
13182,Per3,chr4
13184,Perp,chr10
13186,Pes1,chr11
13188,Pex10,chr4
13190,Pex11a,chr7
13192,Pex11b,chr3
13194,Pex12,chr11
13196,Pex13,chr11
13198,Pex14,chr4
13200,Pex16,chr2
13202,Pex19,chr1
13204,Pex1,chr5
13206,Pex26,chr6
13208,Pex3,chr10
13210,Pex5,chr6
13212,Pex6,chr17
13214,Pex7,chr10
13216,Pf4,chr5
13218,Pfas,chr11
13220,Pfdn1,chr18
13222,Pfdn2,chr1
13224,Pfdn4,chr2
13226,Pfdn5,chr15
13228,Pfkfb1,chrX
13230,Pfkfb2,chr1
13232,Pfkfb3,chr2
13234,Pfkfb4,chr9
13236,Pfkl,chr10
13238,Pfkm,chr15
13240,Pfkp,chr13
13242,Pfn2,chr3
13244,Pfn4,chr12
13246,Pgam1,chr19
13248,Pgam2,chr11
13250,Pgam5,chr5
13252,Pgap1,chr1
13254,Pgap2,chr7
13256,Pgap3,chr11
13258,Pgbd5,chr8
13260,Pgd,chr4
13262,Pgf,chr12
13264,Pggt1b,chr18
13266,Pgk1,chrX
13268,Pgm1,chr5
13270,Pgm2,chr4
13272,Pgm2l1,chr7
13274,Pgm3,chr9
13276,Pgp,chr17
13278,Pgpep1,chr8
13280,Pgrmc1,chrX
13282,Pgrmc2,chr3
13284,Pgs1,chr11
13286,Phactr1,chr13
13288,Phactr2,chr10
13290,Phactr4,chr4
13292,Phax,chr18
13294,Phb2,chr6
13296,Phb,chr11
13298,Phc1,chr6
13300,Phc2,chr4
13302,Phc3,chr3
13304,Phf12,chr11
13306,Phf14,chr6
13308,Phf19,chr2
13310,Phf1,chr17
13312,Phf20,chr2
13314,Phf20l1,chr15
13316,Phf21a,chr2
13318,Phf21b,chr15
13320,Phf2,chr13
13322,Phf3,chr1
13324,Phf6,chrX
13326,Phf7,chr14
13328,Phf8,chrX
13330,Phgdh,chr3
13332,Phip,chr9
13334,Phka1,chrX
13336,Phka2,chrX
13338,Phkb,chr8
13340,Phlda1,chr10
13342,Phlda3,chr1
13344,Phldb1,chr9
13346,Phldb2,chr16
13348,Phlpp1,chr1
13350,Phlpp2,chr8
13352,Phospho2,chr2
13354,Phrf1,chr7
13356,Phtf1,chr3
13358,Phtf2,chr5
13360,Phyh,chr2
13362,Phyhip,chr14
13364,Phyhipl,chr10
13366,Pi15,chr1
13368,Pi16,chr17
13370,Pi4k2a,chr19
13372,Pi4k2b,chr5
13374,Pi4ka,chr16
13376,Pi4kb,chr3
13378,Pias1,chr9
13380,Pias2,chr18
13382,Pias3,chr3
13384,Pibf1,chr14
13386,Picalm,chr7
13388,Pick1,chr15
13390,Pid1,chr1
13392,Pif1,chr9
13394,Piga,chrX
13396,Pigb,chr9
13398,Pigc,chr1
13400,Pigf,chr17
13402,Pigg,chr5
13404,Pigh,chr12
13406,Pigk,chr3
13408,Pigl,chr11
13410,Pigm,chr1
13412,Pign,chr1
13414,Pigo,chr4
13416,Pigp,chr16
13418,Pigq,chr17
13420,Pigs,chr11
13422,Pigt,chr2
13424,Pigu,chr2
13426,Pigv,chr4
13428,Pigw,chr11
13430,Pigx,chr16
13432,Pigyl,chr9
13434,Pih1d1,chr7
13436,Pih1d2,chr9
13438,Pik3ap1,chr19
13440,Pik3c2a,chr7
13442,Pik3c2b,chr1
13444,Pik3c3,chr18
13446,Pik3ca,chr3
13448,Pik3cb,chr9
13450,Pik3cd,chr4
13452,Pik3cg,chr12
13454,Pik3ip1,chr11
13456,Pik3r1,chr13
13458,Pik3r3,chr4
13460,Pik3r4,chr9
13462,Pik3r5,chr11
13464,Pikfyve,chr1
13466,Pilra,chr5
13468,Pim1,chr17
13470,Pim2,chrX
13472,Pin1,chr9
13474,Pink1,chr4
13476,Pinx1,chr14
13478,Pip4k2a,chr2
13480,Pip4k2b,chr11
13482,Pip4k2c,chr10
13484,Pip5k1a,chr3
13486,Pip5k1b,chr19
13488,Pir,chrX
13490,Pitpna,chr11
13492,Pitpnb,chr5
13494,Pitpnc1,chr11
13496,Pitpnm1,chr19
13498,Pitpnm2,chr5
13500,Pitrm1,chr13
13502,Pitx2,chr3
13504,Pja1,chrX
13506,Pja2,chr17
13508,Pkd1,chr17
13510,Pkd1l3,chr8
13512,Pkd2,chr5
13514,Pkd2l2,chr18
13516,Pkdcc,chr17
13518,Pkia,chr3
13520,Pkig,chr2
13522,Pkn1,chr8
13524,Pkn2,chr3
13526,Pkn3,chr2
13528,Pknox1,chr17
13530,Pknox2,chr9
13532,Pkp2,chr16
13534,Pkp3,chr7
13536,Pkp4,chr2
13538,Pla1a,chr16
13540,Pla2g12a,chr3
13542,Pla2g16,chr19
13544,Pla2g2e,chr4
13546,Pla2g4a,chr1
13548,Pla2g4b,chr2
13550,Pla2g4c,chr7
13552,Pla2g5,chr4
13554,Pla2g6,chr15
13556,Pla2r1,chr2
13558,Plaa,chr4
13560,Plac1,chrX
13562,Plac8,chr5
13564,Plag1,chr4
13566,Plagl1,chr10
13568,Plagl2,chr2
13570,Plat,chr8
13572,Plau,chr14
13574,Plaur,chr7
13576,Plb1,chr5
13578,Plcb1,chr2
13580,Plcb3,chr19
13582,Plcb4,chr2
13584,Plcd1,chr9
13586,Plcd3,chr11
13588,Plce1,chr19
13590,Plcg1,chr2
13592,Plcg2,chr8
13594,Plcl1,chr1
13596,Plcl2,chr17
13598,Plcxd1,chr5
13600,Plcxd2,chr16
13602,Pld1,chr3
13604,Pld2,chr11
13606,Pld3,chr7
13608,Plec,chr15
13610,Plek2,chr12
13612,Plek,chr11
13614,Plekha1,chr7
13616,Plekha2,chr8
13618,Plekha3,chr2
13620,Plekha4,chr7
13622,Plekha5,chr6
13624,Plekha6,chr1
13626,Plekha7,chr7
13628,Plekha8,chr6
13630,Plekhb2,chr1
13632,Plekhf2,chr4
13634,Plekhg1,chr10
13636,Plekhg3,chr12
13638,Plekhg4,chr8
13640,Plekhg5,chr4
13642,Plekhg6,chr6
13644,Plekhh2,chr17
13646,Plekhh3,chr11
13648,Plekhj1,chr10
13650,Plekhm1,chr11
13652,Plekhm2,chr4
13654,Plekhm3,chr1
13656,Plekhn1,chr4
13658,Plekho2,chr9
13660,Plin2,chr4
13662,Plin3,chr17
13664,Plk1,chr7
13666,Plk2,chr13
13668,Plk3,chr4
13670,Plk4,chr3
13672,Plod1,chr4
13674,Plod2,chr9
13676,Plod3,chr5
13678,Pls3,chrX
13680,Plscr1,chr9
13682,Plscr2,chr9
13684,Plscr3,chr11
13686,Plscr4,chr9
13688,Pltp,chr2
13690,Plxdc1,chr11
13692,Plxdc2,chr2
13694,Plxna1,chr6
13696,Plxna2,chr1
13698,Plxna3,chrX
13700,Plxna4,chr6
13702,Plxnb1,chr9
13704,Plxnb2,chr15
13706,Plxnc1,chr10
13708,Plxnd1,chr6
13710,Pm20d1,chr1
13712,Pmaip1,chr18
13714,Pmel,chr10
13716,Pmepa1,chr2
13718,Pmf1,chr3
13720,Pml,chr9
13722,Pmm1,chr15
13724,Pmm2,chr16
13726,Pmp22,chr11
13728,Pmp2,chr3
13730,Pmpca,chr2
13732,Pmpcb,chr5
13734,Pms1,chr1
13736,Pms2,chr5
13738,Pmvk,chr3
13740,Pnck,chrX
13742,Pnkd,chr1
13744,Pnkp,chr7
13746,Pnma2,chr14
13748,Pnmal2,chr7
13750,Pnn,chr12
13752,Pno1,chr11
13754,Pnp,chr14
13756,Pnpla6,chr8
13758,Pnpla7,chr2
13760,Pnpla8,chr12
13762,Pnpo,chr11
13764,Pnpt1,chr11
13766,Poc1a,chr9
13768,Poc1b,chr10
13770,Poc5,chr13
13772,Podn,chr4
13774,Podnl1,chr8
13776,Podxl2,chr6
13778,Pofut1,chr2
13780,Pofut2,chr10
13782,Pogk,chr1
13784,Pogz,chr3
13786,Pola1,chrX
13788,Pola2,chr19
13790,Polb,chr8
13792,Pold1,chr7
13794,Pold2,chr11
13796,Pold3,chr7
13798,Pold4,chr19
13800,Poldip2,chr11
13802,Poldip3,chr15
13804,Pole2,chr12
13806,Pole4,chr6
13808,Pole,chr5
13810,Polg2,chr11
13812,Polg,chr7
13814,Polh,chr17
13816,Poli,chr18
13818,Polk,chr13
13820,Poll,chr19
13822,Polm,chr11
13824,Polq,chr16
13826,Polr1a,chr6
13828,Polr1b,chr2
13830,Polr1c,chr17
13832,Polr1d,chr5
13834,Polr1e,chr4
13836,Polr2a,chr11
13838,Polr2b,chr5
13840,Polr2d,chr18
13842,Polr2f,chr15
13844,Polr2g,chr19
13846,Polr2h,chr16
13848,Polr2i,chr7
13850,Polr2j,chr5
13852,Polr2k,chr15
13854,Polr3a,chr14
13856,Polr3b,chr10
13858,Polr3c,chr3
13860,Polr3d,chr14
13862,Polr3e,chr7
13864,Polr3f,chr2
13866,Polr3g,chr13
13868,Polr3gl,chr3
13870,Polr3h,chr15
13872,Polr3k,chr2
13874,Polrmt,chr10
13876,Pom121,chr5
13878,Pomc,chr12
13880,Pomgnt1,chr4
13882,Pomp,chr5
13884,Pomt1,chr2
13886,Pomt2,chr12
13888,Pon2,chr6
13890,Pon3,chr6
13892,Pop1,chr15
13894,Pop4,chr7
13896,Pop5,chr5
13898,Pop7,chr5
13900,Popdc3,chr10
13902,Por,chr5
13904,Porcn,chrX
13906,Postn,chr3
13908,Pot1a,chr6
13910,Pot1b,chr17
13912,Pou2f1,chr1
13914,Pou5f2,chr13
13916,Pou6f1,chr15
13918,Ppa2,chr3
13920,Ppan,chr9
13922,Ppap2a,chr13
13924,Ppap2b,chr4
13926,Ppap2c,chr10
13928,Ppapdc1b,chr8
13930,Ppapdc2,chr19
13932,Ppara,chr15
13934,Ppard,chr17
13936,Pparg,chr6
13938,Ppargc1b,chr18
13940,Ppat,chr5
13942,Ppbp,chr5
13944,Ppcdc,chr9
13946,Ppcs,chr4
13948,Ppdpf,chr2
13950,Ppef1,chrX
13952,Ppfia1,chr7
13954,Ppfibp1,chr6
13956,Ppfibp2,chr7
13958,Pphln1,chr15
13960,Ppic,chr18
13962,Ppid,chr3
13964,Ppie,chr4
13966,Ppif,chr14
13968,Ppifos,chr14
13970,Ppig,chr2
13972,Ppih,chr4
13974,Ppil1,chr17
13976,Ppil2,chr16
13978,Ppil3,chr1
13980,Ppil4,chr10
13982,Ppil6,chr10
13984,Ppip5k1,chr2
13986,Ppip5k2,chr1
13988,Ppl,chr16
13990,Ppm1a,chr12
13992,Ppm1b,chr17
13994,Ppm1d,chr11
13996,Ppm1e,chr11
13998,Ppm1f,chr16
14000,Ppm1g,chr5
14002,Ppm1h,chr10
14004,Ppm1j,chr3
14006,Ppm1k,chr6
14008,Ppm1l,chr3
14010,Ppm1m,chr9
14012,Ppme1,chr7
14014,Ppox,chr1
14016,Ppp1ca,chr19
14018,Ppp1cb,chr5
14020,Ppp1r11,chr17
14022,Ppp1r12a,chr10
14024,Ppp1r12b,chr1
14026,Ppp1r12c,chr7
14028,Ppp1r13b,chr12
14030,Ppp1r13l,chr7
14032,Ppp1r14a,chr7
14034,Ppp1r15a,chr7
14036,Ppp1r15b,chr1
14038,Ppp1r1a,chr15
14040,Ppp1r2,chr16
14042,Ppp1r3b,chr8
14044,Ppp1r3c,chr19
14046,Ppp1r3d,chr2
14048,Ppp1r3e,chr14
14050,Ppp1r3f,chrX
14052,Ppp1r7,chr1
14054,Ppp1r8,chr4
14056,Ppp1r9a,chr6
14058,Ppp1r9b,chr11
14060,Ppp2ca,chr11
14062,Ppp2cb,chr8
14064,Ppp2r1a,chr17
14066,Ppp2r1b,chr9
14068,Ppp2r2a,chr14
14070,Ppp2r2b,chr18
14072,Ppp2r2c,chr5
14074,Ppp2r2d,chr7
14076,Ppp2r3a,chr9
14078,Ppp2r3c,chr12
14080,Ppp2r4,chr2
14082,Ppp2r5a,chr1
14084,Ppp2r5b,chr19
14086,Ppp2r5c,chr12
14088,Ppp2r5d,chr17
14090,Ppp2r5e,chr12
14092,Ppp3ca,chr3
14094,Ppp3cb,chr14
14096,Ppp3cc,chr14
14098,Ppp3r1,chr11
14100,Ppp4r1,chr17
14102,Ppp4r1l-ps,chr2
14104,Ppp4r2,chr6
14106,Ppp5c,chr7
14108,Ppp6c,chr2
14110,Ppp6r1,chr7
14112,Ppp6r2,chr15
14114,Ppp6r3,chr19
14116,Pprc1,chr19
14118,Ppt1,chr4
14120,Ppt2,chr17
14122,Pptc7,chr5
14124,Ppwd1,chr13
14126,Pqbp1,chrX
14128,Pqlc1,chr18
14130,Pqlc2,chr4
14132,Pqlc3,chr12
14134,Praf2,chrX
14136,Pramef8,chr4
14138,Prc1,chr7
14140,Prcc,chr3
14142,Prcp,chr7
14144,Prdm10,chr9
14146,Prdm15,chr16
14148,Prdm16,chr4
14150,Prdm1,chr10
14152,Prdm2,chr4
14154,Prdm4,chr10
14156,Prdm5,chr6
14158,Prdm9,chr17
14160,Prdx1,chr4
14162,Prdx3,chr19
14164,Prdx4,chrX
14166,Prdx6,chr1
14168,Preb,chr5
14170,Prelid1,chr13
14172,Prelid2,chr18
14174,Prelp,chr1
14176,Prep,chr10
14178,Prepl,chr17
14180,Prex1,chr2
14182,Prex2,chr1
14184,Prg4,chr1
14186,Prickle1,chr15
14188,Prickle2,chr6
14190,Prickle3,chrX
14192,Prim1,chr10
14194,Prim2,chr1
14196,Prkaa1,chr15
14198,Prkaa2,chr4
14200,Prkab1,chr5
14202,Prkab2,chr3
14204,Prkaca,chr8
14206,Prkacb,chr3
14208,Prkag1,chr15
14210,Prkag2,chr5
14212,Prkar1a,chr11
14214,Prkar1b,chr5
14216,Prkar2a,chr9
14218,Prkar2b,chr12
14220,Prkca,chr11
14222,Prkcd,chr14
14224,Prkcdbp,chr7
14226,Prkce,chr17
14228,Prkch,chr12
14230,Prkci,chr3
14232,Prkcsh,chr9
14234,Prkcz,chr4
14236,Prkd1,chr12
14238,Prkd2,chr7
14240,Prkd3,chr17
14242,Prkdc,chr16
14244,Prkg1,chr19
14246,Prkg2,chr5
14248,Prkra,chr2
14250,Prkrip1,chr5
14252,Prkrir,chr7
14254,Prkx,chrX
14256,Prmt10,chr8
14258,Prmt1,chr7
14260,Prmt2,chr10
14262,Prmt3,chr7
14264,Prmt5,chr14
14266,Prmt6,chr3
14268,Prmt7,chr8
14270,Prnd,chr2
14272,Prnp,chr2
14274,Procr,chr2
14276,Prom1,chr5
14278,Prorsd1,chr11
14280,Pros1,chr16
14282,Prosc,chr8
14284,Prox2,chr12
14286,Prpf18,chr2
14288,Prpf19,chr19
14290,Prpf31,chr7
14292,Prpf38a,chr4
14294,Prpf38b,chr3
14296,Prpf39,chr12
14298,Prpf3,chr3
14300,Prpf40a,chr2
14302,Prpf40b,chr15
14304,Prpf4,chr4
14306,Prpf4b,chr13
14308,Prpf6,chr2
14310,Prph,chr15
14312,Prps1,chrX
14314,Prps1l3,chr12
14316,Prps2,chrX
14318,Prpsap1,chr11
14320,Prpsap2,chr11
14322,Prr11,chr11
14324,Prr12,chr7
14326,Prr13,chr15
14328,Prr15,chr6
14330,Prr24,chr7
14332,Prr3,chr17
14334,Prr5,chr15
14336,Prr5l,chr2
14338,Prr7,chr13
14340,Prrc1,chr18
14342,Prrc2a,chr17
14344,Prrc2b,chr2
14346,Prrc2c,chr1
14348,Prrg1,chrX
14350,Prrg2,chr7
14352,Prrg3,chrX
14354,Prrg4,chr2
14356,Prrt2,chr7
14358,Prrt4,chr6
14360,Prrx1,chr1
14362,Prrx2,chr2
14364,Prss16,chr13
14366,Prss23,chr7
14368,Prss27,chr17
14370,Prss36,chr7
14372,Prss46,chr9
14374,Prss53,chr7
14376,Prss8,chr7
14378,Prune2,chr19
14380,Prune,chr3
14382,Prx,chr7
14384,Psap,chr10
14386,Psat1,chr19
14388,Psd2,chr18
14390,Psd3,chr8
14392,Psd4,chr2
14394,Psd,chr19
14396,Psen1,chr12
14398,Psen2,chr1
14400,Psip1,chr4
14402,Pskh1,chr8
14404,Psma1,chr7
14406,Psma2,chr13
14408,Psma3,chr12
14410,Psma6,chr12
14412,Psma7,chr2
14414,Psmb10,chr8
14416,Psmb1,chr17
14418,Psmb2,chr4
14420,Psmb3,chr11
14422,Psmb4,chr3
14424,Psmb6,chr11
14426,Psmb7,chr2
14428,Psmb8,chr17
14430,Psmb9,chr17
14432,Psmc1,chr12
14434,Psmc2,chr5
14436,Psmc3,chr2
14438,Psmc3ip,chr11
14440,Psmc4,chr7
14442,Psmc5,chr11
14444,Psmc6,chr14
14446,Psmd10,chrX
14448,Psmd12,chr11
14450,Psmd13,chr7
14452,Psmd14,chr2
14454,Psmd1,chr1
14456,Psmd3,chr11
14458,Psmd5,chr2
14460,Psmd7,chr8
14462,Psmd8,chr7
14464,Psmd9,chr5
14466,Psme1,chr14
14468,Psme2,chr14
14470,Psme3,chr11
14472,Psme4,chr11
14474,Psmf1,chr2
14476,Psmg1,chr16
14478,Psmg2,chr18
14480,Psmg3,chr5
14482,Psmg4,chr13
14484,Pspc1,chr14
14486,Psph,chr5
14488,Pspn,chr17
14490,Psrc1,chr3
14492,Pstk,chr7
14494,Pstpip1,chr9
14496,Pstpip2,chr18
14498,Ptbp2,chr3
14500,Ptcd1,chr5
14502,Ptcd2,chr13
14504,Ptcd3,chr6
14506,Ptch1,chr13
14508,Ptchd1,chrX
14510,Ptdss1,chr13
14512,Ptdss2,chr7
14514,Pten,chr19
14516,Pter,chr2
14518,Ptger1,chr8
14520,Ptger4,chr15
14522,Ptges3,chr10
14524,Ptges,chr2
14526,Ptgfr,chr3
14528,Ptgfrn,chr3
14530,Ptgir,chr7
14532,Ptgr1,chr4
14534,Ptgr2,chr12
14536,Ptgs1,chr2
14538,Ptgs2,chr1
14540,Pth1r,chr9
14542,Ptk2,chr15
14544,Ptk2b,chr14
14546,Ptk7,chr17
14548,Ptms,chr6
14550,Ptn,chr6
14552,Ptov1,chr7
14554,Ptp4a1,chr1
14556,Ptp4a2,chr4
14558,Ptp4a3,chr15
14560,Ptpdc1,chr13
14562,Ptplad1,chr9
14564,Ptplad2,chr4
14566,Ptpmt1,chr2
14568,Ptpn11,chr5
14570,Ptpn12,chr5
14572,Ptpn13,chr5
14574,Ptpn14,chr1
14576,Ptpn18,chr1
14578,Ptpn1,chr2
14580,Ptpn21,chr12
14582,Ptpn22,chr3
14584,Ptpn23,chr9
14586,Ptpn2,chr18
14588,Ptpn3,chr4
14590,Ptpn4,chr1
14592,Ptpn9,chr9
14594,Ptpra,chr2
14596,Ptprcap,chr19
14598,Ptprd,chr4
14600,Ptpre,chr7
14602,Ptprf,chr4
14604,Ptprg,chr14
14606,Ptprk,chr10
14608,Ptprm,chr17
14610,Ptprn2,chr12
14612,Ptprn,chr1
14614,Ptprq,chr10
14616,Ptprr,chr10
14618,Ptprs,chr17
14620,Ptpru,chr4
14622,Ptprv,chr1
14624,Ptprz1,chr6
14626,Ptrf,chr11
14628,Ptrh1,chr2
14630,Ptrh2,chr11
14632,Pts,chr9
14634,Pttg1,chr11
14636,Ptx3,chr3
14638,Puf60,chr15
14640,Pum1,chr4
14642,Pum2,chr12
14644,Pura,chr18
14646,Purb,chr11
14648,Purg,chr8
14650,Pus10,chr11
14652,Pus1,chr5
14654,Pus3,chr9
14656,Pus7,chr5
14658,Pus7l,chr15
14660,Pusl1,chr4
14662,Pvr,chr7
14664,Pvrl1,chr9
14666,Pvrl2,chr7
14668,Pvrl3,chr16
14670,Pvt1,chr15
14672,Pwp1,chr10
14674,Pwp2,chr10
14676,Pwwp2a,chr11
14678,Pwwp2b,chr7
14680,Pxdn,chr12
14682,Pxk,chr14
14684,Pxmp2,chr5
14686,Pxmp4,chr2
14688,Pxn,chr5
14690,Pycard,chr7
14692,Pycr2,chr1
14694,Pycrl,chr15
14696,Pygb,chr2
14698,Pygl,chr12
14700,Pygm,chr19
14702,Pygo1,chr9
14704,Pyroxd1,chr6
14706,Pyroxd2,chr19
14708,Pzp,chr6
14710,Qars,chr9
14712,Qdpr,chr5
14714,Qk,chr17
14716,Qpct,chr17
14718,Qpctl,chr7
14720,Qrich1,chr9
14722,Qrsl1,chr10
14724,Qser1,chr2
14726,Qsox1,chr1
14728,Qtrt1,chr9
14730,Qtrtd1,chr16
14732,R3hcc1,chr14
14734,R3hdm1,chr1
14736,R3hdm2,chr10
14738,R74862,chr7
14740,Rab10,chr12
14742,Rab11a,chr9
14744,Rab11fip2,chr19
14746,Rab11fip3,chr17
14748,Rab11fip5,chr6
14750,Rab12,chr17
14752,Rab13,chr3
14754,Rab14,chr2
14756,Rab15,chr12
14758,Rab18,chr18
14760,Rab1,chr11
14762,Rab1b,chr19
14764,Rab20,chr8
14766,Rab21,chr10
14768,Rab22a,chr2
14770,Rab23,chr1
14772,Rab24,chr13
14774,Rab26,chr17
14776,Rab27a,chr9
14778,Rab27b,chr18
14780,Rab28,chr5
14782,Rab2a,chr4
14784,Rab2b,chr14
14786,Rab30,chr7
14788,Rab31,chr17
14790,Rab32,chr10
14792,Rab33a,chrX
14794,Rab33b,chr3
14796,Rab34,chr11
14798,Rab35,chr5
14800,Rab36,chr10
14802,Rab38,chr7
14804,Rab39b,chrX
14806,Rab3b,chr4
14808,Rab3c,chr13
14810,Rab3d,chr9
14812,Rab3gap1,chr1
14814,Rab3gap2,chr1
14816,Rab3il1,chr19
14818,Rab3ip,chr10
14820,Rab40b,chr11
14822,Rab40c,chr17
14824,Rab43,chr6
14826,Rab44,chr17
14828,Rab4a,chr8
14830,Rab5a,chr17
14832,Rab5b,chr10
14834,Rab5c,chr11
14836,Rab6b,chr9
14838,Rab7,chr6
14840,Rab8a,chr8
14842,Rab8b,chr9
14844,Rab9,chrX
14846,Rabac1,chr7
14848,Rabep1,chr11
14850,Rabep2,chr7
14852,Rabepk,chr2
14854,Rabgap1,chr2
14856,Rabgap1l,chr1
14858,Rabgef1,chr5
14860,Rabggta,chr14
14862,Rabggtb,chr3
14864,Rabif,chr1
14866,Rabl2,chr15
14868,Rabl3,chr16
14870,Rac1,chr5
14872,Rac2,chr15
14874,Racgap1,chr15
14876,Rad17,chr13
14878,Rad18,chr6
14880,Rad1,chr15
14882,Rad21,chr15
14884,Rad23b,chr4
14886,Rad50,chr11
14888,Rad51,chr2
14890,Rad51ap1,chr6
14892,Rad51c,chr11
14894,Rad52,chr6
14896,Rad54b,chr4
14898,Rad54l2,chr9
14900,Rad54l,chr4
14902,Rad9b,chr5
14904,Radil,chr5
14906,Rae1,chr2
14908,Raf1,chr6
14910,Rai14,chr15
14912,Rai1,chr11
14914,Rai2,chrX
14916,Rala,chr13
14918,Ralb,chr1
14920,Ralbp1,chr17
14922,Ralgapa1,chr12
14924,Ralgapa2,chr2
14926,Ralgapb,chr2
14928,Ralgds,chr2
14930,Ralgps2,chr1
14932,Ramp1,chr1
14934,Ramp2,chr11
14936,Ranbp10,chr8
14938,Ranbp17,chr11
14940,Ranbp2,chr10
14942,Ranbp3,chr17
14944,Ranbp6,chr19
14946,Ranbp9,chr13
14948,Rangap1,chr15
14950,Rap1gap2,chr11
14952,Rap1gap,chr4
14954,Rap1gds1,chr3
14956,Rap2a,chr14
14958,Rap2b,chr3
14960,Rapgef1,chr2
14962,Rapgef2,chr3
14964,Rapgef3,chr15
14966,Rapgef6,chr11
14968,Rapgefl1,chr11
14970,Raph1,chr1
14972,Rapsn,chr2
14974,Rara,chr11
14976,Rarb,chr14
14978,Rarg,chr15
14980,Rarres1,chr3
14982,Rarres2,chr6
14984,Rars2,chr4
14986,Rars,chr11
14988,Rasa1,chr13
14990,Rasa2,chr9
14992,Rasa3,chr8
14994,Rasa4,chr5
14996,Rasal2,chr1
14998,Rasgrp2,chr19
15000,Rasgrp3,chr17
15002,Rasgrp4,chr7
15004,Rasip1,chr7
15006,Rasl10a,chr11
15008,Rasl10b,chr11
15010,Rasl11a,chr5
15012,Rasl11b,chr5
15014,Rasl12,chr9
15016,Rassf2,chr2
15018,Rassf3,chr10
15020,Rassf4,chr6
15022,Rassf5,chr1
15024,Rassf6,chr5
15026,Rassf7,chr7
15028,Rassf8,chr6
15030,Raver1,chr9
15032,Rb1,chr14
15034,Rb1cc1,chr1
15036,Rbak,chr5
15038,Rbbp4,chr4
15040,Rbbp5,chr1
15042,Rbbp6,chr7
15044,Rbbp7,chrX
15046,Rbbp8,chr18
15048,Rbbp9,chr2
15050,Rbck1,chr2
15052,Rbfa,chr18
15054,Rbfox1,chr16
15056,Rbfox2,chr15
15058,Rbks,chr5
15060,Rbl1,chr2
15062,Rbl2,chr8
15064,Rbm12,chr2
15066,Rbm14,chr19
15068,Rbm15,chr3
15070,Rbm17,chr2
15072,Rbm18,chr2
15074,Rbm19,chr5
15076,Rbm22,chr18
15078,Rbm25,chr12
15080,Rbm26,chr14
15082,Rbm27,chr18
15084,Rbm28,chr6
15086,Rbm33,chr5
15088,Rbm34,chr8
15090,Rbm38,chr2
15092,Rbm39,chr2
15094,Rbm3,chrX
15096,Rbm41,chrX
15098,Rbm42,chr7
15100,Rbm43,chr2
15102,Rbm45,chr2
15104,Rbm47,chr5
15106,Rbm4,chr19
15108,Rbm4b,chr19
15110,Rbm5,chr9
15112,Rbm6,chr9
15114,Rbm7,chr9
15116,Rbm8a,chr3
15118,Rbms1,chr2
15120,Rbms2,chr10
15122,Rbms3,chr9
15124,Rbmx2,chrX
15126,Rbmx,chrX
